29716	14665	33041	29557	37377	32351	31707	31381
29799	14642	33413	29561	37376	32356	31713	31381
29905	14663	33041	29557	37380	32349	31705	31391
29967	14693	33241	29577	37389	32359	31705	31381
29910	14645	32953	29552	37383	32367	31679	31380
29853	14678	32761	29561	37380	32373	31700	31388
29796	14639	32681	29558	37381	32385	31693	31385
29698	14654	32521	29574	37374	32381	31647	31389
29652	14685	32399	29559	37381	32380	31645	31282
29543	14639	32901	29487	37379	32387	31661	31383
29442	14669	32480	29559	37373	32372	31661	31381
29377	14641	32364	29575	37375	32369	31685	31389
29341	14657	32245	29577	37381	32364	31673	31389
29341	14686	32641	29545	37361	32357	31651	31399
29364	14641	32831	29534	37361	32359	31679	31349
29381	14663	32959	29565	37353	32373	31676	31395
29409	14640	32737	29572	37351	32373	31683	31397
29473	14657	32977	29559	37328	32371	31683	31396
29541	14639	32575	29551	37343	32375	31681	31188
29492	14658	32705	29562	37340	32369	31705	31389
29423	14683	32849	29541	37333	32358	31715	31388
29373	14659	32297	29533	37329	32356	31700	31239
29392	14650	32357	29547	37335	32351	31693	31400
29422	14637	32783	29567	37317	32359	31687	31397
29416	14667	32457	29564	37311	32359	31679	31399
29324	14636	32521	29551	37309	32348	31688	31105
29231	14653	32484	29561	37303	32357	31679	31396
29188	14636	33006	29564	37301	32351	31683	31397
29109	14649	32941	29476	37308	32337	31684	31399
29031	14671	32823	29477	37293	32345	31677	31398
28929	14634	33325	29559	37289	32343	31655	31398
28797	14656	33123	29556	37282	32351	31653	31391
28727	14672	32705	29553	37289	32341	31644	31397
28734	14635	32916	29565	37287	32343	31623	31389
28791	14643	32628	29527	37273	32342	31601	31407
28855	14636	32769	29550	37271	32343	31611	31393
28860	14652	32659	29575	37269	32335	31607	31409
28991	14657	32617	29559	37281	32327	31597	31397
29157	14631	32218	29506	37284	32321	31593	31393
29345	14636	32109	29565	37276	32333	31587	31398
29541	14660	32565	29554	37287	32327	31585	31413
29684	14629	32497	29559	37300	32326	31585	31393
29775	14646	32311	29571	37301	32327	31588	31412
29796	14681	32449	29476	37295	32346	31573	31398
29852	14646	33013	29563	37297	32337	31558	31405
30039	14687	33149	29573	37292	32339	31572	31409
30237	14646	33150	29574	37295	32327	31573	31393
30362	14629	32945	29573	37285	32345	31556	31397
30441	14651	33037	29569	37283	32350	31557	31415
30553	14629	33125	29573	37282	32349	31555	31413
30669	14647	32999	29567	37287	32355	31555	31419
30776	14627	32764	29559	37301	32343	31545	31415
30901	14653	32617	29552	37311	32341	31525	31396
31106	14628	32603	29557	37300	32341	31549	31411
31313	14639	32535	29564	37306	32341	31541	31405
31530	14624	32621	29521	37305	32353	31493	31395
31783	14635	32653	29545	37311	32357	31501	31416
32022	14625	32589	29571	37319	32357	31476	31420
32180	14652	32639	29580	37317	32359	31493	31423
32294	14624	32663	29573	37324	32355	31493	31422
32501	14650	32381	29567	37340	32367	31495	31413
32831	14623	32479	29553	37350	32367	31508	31407
33153	14661	32921	29551	37359	32373	31505	31411
33451	14635	32741	29566	37363	32359	31513	31418
33721	14624	32513	29571	37364	32359	31502	31367
33804	14695	32815	29569	37364	32363	31527	31405
33781	14637	32794	29570	37367	32357	31521	31411
33908	14625	32755	29573	37377	32356	31519	31413
34039	14646	32598	29559	37383	32363	31533	31417
34135	14704	32423	29559	37397	32359	31509	31418
34194	14643	32653	29548	37397	32357	31509	31109
34268	14674	32497	29555	37407	32341	31521	31415
34367	14647	32557	29558	37405	32348	31515	31204
34412	14697	32889	29561	37407	32345	31521	31419
34401	14641	32946	29559	37405	32357	31535	31379
34399	14732	33101	29535	37417	32335	31532	31415
34309	14637	33140	29546	37413	32341	31531	31415
34255	14619	32940	29543	37412	32345	31495	31421
34244	14632	32825	29559	37419	32348	31509	31420
34277	14614	32247	29535	37416	32356	31513	31429
34348	14643	32391	29557	37433	32337	31519	31427
34401	14615	32405	29577	37439	32337	31531	31436
34493	14641	32465	29575	37437	32329	31539	31439
34543	14616	32613	29573	37447	32317	31515	31423
34692	14639	32883	29559	37461	32314	31547	31435
34783	14613	32860	29559	37465	32317	31543	31425
34777	14653	32748	29572	37463	32307	31530	31421
34719	14619	33095	29561	37461	32317	31545	31425
34701	14687	32885	29558	37469	32311	31547	31429
34705	14629	32800	29545	37463	32310	31561	31433
34655	14615	32599	29559	37472	32311	31569	31437
34559	14645	32739	29573	37469	32323	31560	31437
34461	14613	32884	29551	37465	32324	31563	31433
34405	14628	32524	29565	37478	32329	31579	31431
34356	14611	32849	29557	37471	32325	31571	31432
34351	14637	32895	29569	37473	32324	31581	31432
34395	14609	32695	29567	37487	32321	31591	31445
34349	14632	32497	29557	37482	32333	31597	31431
34275	14611	32601	29556	37492	32333	31601	31445
34279	14633	32703	29517	37499	32337	31625	31428
34264	14607	32796	29551	37507	32336	31637	31453
34199	14612	32657	29549	37505	32343	31652	31451
34193	14660	32731	29570	37493	32340	31645	31437
34156	14634	32649	29468	37511	32337	31626	31448
34161	14611	32564	29559	37510	32327	31637	31437
34259	14629	32805	29543	37505	32341	31663	31381
34274	14609	32771	29547	37513	32335	31679	31439
34222	14671	32394	29547	37521	32348	31693	31445
34163	14619	32610	29553	37519	32341	31697	31455
34119	14607	32907	29572	37511	32348	31679	31460
34175	14631	32927	29524	37508	32349	31687	31457
34295	14623	33017	29567	37508	32345	31695	31444
34284	14609	33028	29536	37511	32348	31710	31307
34183	14626	32983	29557	37505	32357	31724	31439
34078	14605	32755	29581	37517	32357	31751	31321
34049	14639	32297	29487	37508	32356	31757	31453
34079	14605	32309	29553	37500	32347	31757	31439
34039	14641	32401	29569	37512	32317	31782	31471
34004	14605	32755	29561	37493	32321	31811	31463
34037	14658	33105	29565	37477	32324	31783	31464
34036	14617	33120	29530	37479	32320	31775	31449
33977	14599	32685	29553	37471	32309	31767	31461
33911	14643	32591	29547	37471	32303	31759	31463
33767	14599	32849	29559	37457	32308	31766	31467
33601	14643	32913	29559	37453	32308	31741	31476
33481	14597	32535	29559	37462	32313	31719	31475
33420	14580	32121	29557	37459	32311	31705	31468
33439	14600	31785	29557	37455	32317	31702	31469
33557	14645	31743	29575	37449	32324	31727	31481
33723	14604	31997	29492	37460	32311	31727	31471
33899	14705	32535	29559	37457	32326	31733	31481
34067	14635	32956	29535	37458	32311	31737	31459
34177	14621	33273	29553	37463	32311	31735	31276
34185	14586	33267	29558	37476	32298	31753	31473
34119	14704	33289	29553	37475	32301	31769	31471
34007	14629	32991	29553	37457	32311	31791	31479
33975	14609	33003	29557	37452	32309	31809	31482
33911	14596	33039	29557	37447	32309	31815	31404
33845	14679	32901	29557	37445	32312	31817	31469
33785	14618	32673	29561	37444	32307	31836	31471
33700	14599	32485	29564	37433	32325	31848	31481
33663	14657	32617	29567	37424	32340	31845	31471
33671	14612	32887	29547	37423	32341	31852	31485
33729	14596	32443	29564	37418	32345	31863	31475
33802	14619	32527	29557	37417	32345	31863	31492
33908	14596	33082	29551	37421	32362	31857	31495
33947	14597	32823	29549	37423	32364	31857	31461
33933	14633	32571	29561	37417	32377	31844	31490
33839	14616	32634	29559	37413	32365	31827	31483
33671	14651	32932	29549	37417	32364	31836	31485
33497	14620	33253	29572	37409	32367	31821	31489
33301	14593	32997	29564	37409	32373	31805	31495
33151	14609	32699	29561	37413	32375	31788	31393
33077	14589	32521	29561	37399	32373	31781	31494
33067	14658	32743	29533	37412	32375	31797	31489
33075	14623	32681	29559	37413	32367	31785	31506
33203	14606	32757	29556	37409	32362	31781	31497
33319	14586	32663	29553	37403	32359	31797	31498
33377	14637	32999	29566	37419	32350	31787	31494
33444	14601	32712	29510	37407	32349	31799	31505
33581	14585	33153	29554	37393	32357	31812	31508
33679	14626	32782	29573	37391	32357	31795	31507
33734	14595	32489	29463	37395	32353	31793	31525
33750	14646	32659	29551	37383	32357	31785	31505
33807	14621	32090	29551	37387	32361	31779	31523
33855	14599	32129	29553	37371	32351	31807	31511
33965	14585	32647	29575	37367	32327	31828	31515
34073	14683	33059	29555	37365	32319	31822	31511
34045	14612	33391	29562	37367	32308	31831	31513
34019	14593	32673	29527	37377	32299	31841	31535
33935	14585	32581	29551	37365	32287	31839	31514
33889	14618	32236	29573	37371	32297	31855	31523
33947	14593	32292	29558	37369	32292	31828	31523
34055	14579	32437	29564	37369	32290	31833	31527
34154	14637	32508	29519	37356	32301	31873	31524
34171	14604	32475	29553	37350	32294	31852	31537
34031	14577	32653	29569	37351	32294	31841	31500
33913	14632	33121	29561	37335	32292	31865	31525
33759	14609	33367	29562	37343	32303	31862	31284
33633	14570	32959	29569	37333	32289	31861	31533
33481	14609	32815	29510	37335	32287	31853	31532
33309	14586	32816	29561	37338	32285	31865	31533
33180	14580	32811	29556	37337	32291	31855	31535
33132	14608	32859	29557	37347	32281	31893	31545
33173	14590	32863	29567	37351	32282	31877	31553
33219	14671	32930	29561	37334	32289	31869	31541
33233	14609	32877	29562	37351	32301	31869	31540
33213	14597	32941	29525	37340	32297	31859	31439
33166	14580	32817	29559	37337	32297	31873	31550
33116	14637	32653	29499	37315	32325	31855	31541
33243	14590	32137	29556	37319	32317	31838	31556
33358	14572	32087	29543	37339	32310	31814	31557
33463	14631	32492	29553	37325	32319	31803	31567
33597	14591	32708	29569	37324	32322	31821	31565
33692	14573	32685	29516	37323	32331	31815	31564
33741	14629	32495	29564	37313	32341	31807	31561
33743	14598	32661	29571	37316	32348	31781	31462
33761	14570	32649	29559	37316	32357	31781	31567
33724	14622	32671	29561	37325	32343	31753	31567
33619	14598	32309	29551	37335	32348	31756	31567
33409	14575	32527	29553	37335	32343	31747	31585
33277	14572	32753	29547	37333	32343	31719	31575
33279	14628	33191	29553	37333	32346	31711	31580
33300	14597	33159	29531	37323	32347	31707	31575
33303	14577	32989	29556	37317	32345	31684	31540
33325	14639	33129	29567	37329	32348	31671	31583
33383	14586	33031	29558	37324	32361	31653	31580
33387	14569	32901	29559	37316	32356	31631	31594
33335	14597	32567	29575	37313	32359	31620	31595
33243	14567	32345	29546	37313	32364	31618	31606
33124	14567	32834	29575	37322	32367	31613	31581
32973	14593	32631	29563	37348	32375	31589	31609
32929	14565	32742	29559	37338	32383	31596	31599
32973	14597	32591	29556	37343	32389	31581	31611
33096	14567	32916	29561	37333	32383	31565	31532
33255	14581	32746	29572	37334	32382	31557	31599
33455	14652	32711	29533	37345	32380	31553	31613
33607	14577	32791	29549	37356	32367	31541	31605
33699	14646	32889	29559	37364	32371	31533	31629
33707	14576	32635	29575	37365	32374	31513	31611
33567	14605	32751	29559	37374	32373	31503	31621
33414	14605	32401	29573	37369	32379	31517	31621
33300	14585	32541	29528	37372	32370	31475	31615
33219	14567	32798	29557	37378	32375	31481	31618
33126	14617	32617	29558	37372	32375	31463	31639
33051	14578	32395	29556	37378	32377	31471	31617
33047	14560	32681	29573	37385	32367	31474	31443
33069	14617	32919	29525	37391	32365	31481	31633
33060	14584	33061	29550	37399	32357	31471	31639
33063	14561	33112	29569	37397	32353	31447	31639
33032	14586	32952	29529	37409	32357	31445	31645
32945	14561	32641	29556	37401	32361	31460	31657
32850	14607	32623	29560	37417	32367	31429	31663
32843	14565	32693	29554	37423	32365	31439	31661
32924	14644	32847	29563	37425	32364	31441	31661
33036	14576	32541	29557	37441	32367	31463	31670
33135	14557	32629	29557	37439	32367	31467	31676
33257	14612	32895	29566	37441	32363	31453	31676
33287	14583	33015	29555	37448	32364	31452	31671
33322	14553	32813	29573	37461	32361	31455	31658
33463	14574	32373	29524	37445	32365	31460	31676
33587	14565	32549	29556	37447	32359	31473	31663
33623	14556	32750	29550	37462	32356	31487	31669
33581	14598	32885	29555	37452	32367	31496	31671
33424	14567	32751	29567	37469	32361	31517	31684
33268	14557	32463	29507	37471	32357	31511	31674
33255	14588	32614	29557	37467	32356	31530	31679
33252	14569	32683	29547	37455	32351	31543	31692
33177	14624	32743	29561	37467	32357	31556	31653
32984	14571	32836	29556	37461	32362	31543	31697
32837	14553	32437	29569	37471	32364	31560	31687
32769	14596	32439	29557	37462	32362	31557	31691
32685	14560	32846	29559	37461	32360	31559	31677
32637	14605	32885	29572	37470	32361	31559	31713
32644	14551	33023	29564	37476	32353	31559	31697
32719	14588	32569	29561	37469	32351	31559	31719
32951	14549	32679	29556	37465	32354	31581	31711
33137	14573	32788	29563	37485	32337	31572	31724
33201	14550	33105	29535	37477	32349	31599	31729
33155	14587	32686	29559	37468	32351	31607	31657
33126	14553	32969	29557	37457	32366	31622	31721
33249	14599	32703	29571	37481	32364	31612	31739
33292	14548	32583	29521	37484	32353	31623	31741
33251	14577	32179	29567	37483	32350	31633	31745
33164	14549	32591	29556	37482	32360	31627	31729
33091	14560	32351	29565	37470	32383	31623	31759
33129	14629	32645	29564	37461	32367	31633	31743
33174	14546	33085	29533	37464	32367	31628	31759
33127	14565	32951	29563	37463	32359	31633	31717
33095	14660	32661	29555	37474	32370	31639	31751
33163	14564	33052	29558	37470	32364	31639	31757
33362	14649	32583	29554	37469	32372	31639	31757
33597	14569	32535	29512	37471	32367	31653	31761
33687	14606	32681	29554	37471	32375	31657	31761
33703	14565	32746	29571	37471	32383	31677	31772
33666	14615	32717	29526	37469	32386	31669	31788
33573	14566	32915	29559	37467	32387	31676	31785
33409	14545	32965	29559	37463	32381	31695	31784
33092	14598	32895	29487	37455	32381	31682	31535
32916	14564	32711	29547	37455	32383	31685	31793
32881	14543	32391	29572	37460	32382	31679	31589
32927	14549	32426	29513	37455	32388	31683	31793
32972	14561	32723	29559	37445	32381	31672	31799
33018	14540	32860	29567	37449	32384	31695	31799
33079	14583	32610	29559	37449	32400	31700	31589
33047	14560	32571	29552	37447	32393	31693	31815
33081	14631	32829	29571	37449	32388	31701	31779
33044	14549	32943	29545	37437	32393	31717	31820
32983	14599	32582	29558	37437	32400	31703	31818
32937	14557	32611	29556	37437	32393	31715	31837
32911	14585	32421	29570	37428	32385	31707	31828
32942	14539	32137	29519	37427	32404	31717	31823
32937	14553	32355	29561	37413	32389	31726	31839
32943	14541	32396	29549	37411	32389	31733	31844
32965	14558	32387	29558	37411	32389	31765	31845
32908	14606	32781	29561	37413	32404	31773	31859
32868	14548	33067	29537	37417	32385	31771	31851
32849	14586	33720	29559	37405	32397	31753	31873
32821	14558	33548	29554	37401	32401	31771	31873
32828	14536	33061	29557	37399	32401	31771	31870
32831	14557	32781	29569	37405	32391	31783	31868
32708	14549	32607	29537	37405	32391	31774	31873
32677	14539	32755	29517	37407	32397	31788	31877
32789	14640	32797	29535	37391	32401	31781	31881
32857	14551	32621	29543	37391	32389	31768	31890
32999	14532	32633	29567	37387	32381	31761	31839
33007	14579	32651	29567	37386	32397	31781	31892
32925	14534	32607	29571	37374	32391	31789	31889
32976	14623	32684	29564	37380	32389	31797	31897
33063	14548	32927	29557	37397	32389	31801	31897
33035	14532	32965	29562	37391	32377	31811	31908
32953	14583	32876	29554	37374	32375	31793	31911
32905	14551	33045	29565	37375	32394	31801	31927
32901	14534	32829	29561	37373	32377	31789	31930
32984	14556	32744	29545	37364	32391	31799	31941
33091	14527	32556	29563	37372	32381	31785	31933
33115	14582	32577	29546	37357	32383	31785	31934
33015	14542	32561	29557	37364	32375	31789	31937
32893	14531	32417	29570	37361	32372	31783	31939
32854	14554	32548	29542	37351	32373	31789	31951
32898	14529	32841	29563	37356	32374	31799	31844
32952	14572	32541	29559	37359	32367	31803	31966
32990	14535	33100	29557	37359	32373	31779	31979
33089	14612	32781	29559	37373	32377	31767	31973
33172	14556	32519	29573	37371	32371	31747	31983
33204	14529	32755	29521	37371	32361	31765	31985
33154	14530	32653	29559	37367	32359	31749	31996
33046	14546	32941	29564	37369	32357	31784	31999
32951	14525	33012	29558	37374	32351	31782	31997
32919	14564	32721	29556	37371	32361	31788	31995
32923	14553	32607	29565	37377	32364	31781	32001
32836	14524	32591	29554	37375	32363	31803	32019
32748	14530	32663	29570	37367	32365	31799	31957
32701	14593	32722	29551	37379	32356	31780	32019
32815	14569	33087	29537	37373	32341	31796	32036
32873	14563	32709	29573	37373	32343	31797	32021
32767	14541	32657	29556	37384	32334	31813	32045
32631	14523	32745	29573	37367	32325	31797	32036
32591	14585	32581	29502	37373	32329	31805	32035
32703	14551	32621	29557	37356	32343	31812	32045
32884	14541	32480	29529	37359	32335	31814	32064
33017	14521	32740	29557	37351	32340	31777	32052
33093	14549	32820	29566	37351	32338	31802	32057
33145	14527	32885	29541	37355	32344	31769	32062
33126	14548	32945	29527	37363	32343	31756	32071
33111	14569	32731	29564	37373	32329	31753	32071
33151	14519	32957	29555	37362	32342	31761	32077
33231	14556	33002	29567	37381	32343	31735	32085
33407	14518	32905	29548	37372	32341	31716	32079
33489	14535	32722	29499	37381	32337	31748	32094
33399	14521	32953	29559	37391	32340	31729	32101
33269	14537	32682	29553	37394	32355	31719	32103
33133	14519	32772	29567	37404	32351	31719	32121
32986	14543	32629	29541	37401	32351	31711	32103
32953	14573	32378	29501	37407	32357	31701	32119
33119	14519	32599	29553	37401	32349	31693	32142
33333	14563	32599	29555	37404	32349	31685	32133
33625	14513	32933	29570	37407	32349	31685	32136
33939	14534	32884	29556	37396	32355	31674	32157
34157	14515	32631	29557	37415	32357	31681	31807
34369	14538	32847	29556	37412	32349	31681	32169
34537	14510	32930	29569	37415	32351	31676	32154
34708	14543	32710	29528	37417	32355	31668	32177
34901	14562	32696	29564	37422	32343	31673	32173
35129	14540	32702	29559	37423	32349	31678	32168
35281	14513	32615	29557	37415	32353	31686	32178
35463	14533	32586	29567	37428	32342	31661	32193
35713	14509	32548	29557	37417	32355	31675	32189
35935	14578	32813	29557	37415	32351	31679	32197
36103	14532	33067	29561	37413	32345	31684	32207
36157	14512	33149	29507	37420	32342	31667	32142
36093	14533	32997	29551	37408	32337	31661	32221
36011	14509	32711	29565	37407	32341	31653	32233
35937	14548	32645	29547	37404	32338	31671	32236
35775	14526	32726	29554	37405	32336	31658	32252
35511	14607	32551	29555	37419	32330	31675	32252
35277	14528	32212	29540	37409	32336	31684	32241
35078	14510	32399	29549	37409	32340	31691	32247
34871	14563	32641	29567	37417	32323	31685	32004
34758	14521	32783	29560	37421	32321	31675	32257
34695	14507	33093	29564	37415	32319	31681	32265
34631	14565	33036	29534	37415	32324	31681	32271
34511	14523	32742	29558	37421	32327	31673	32267
34471	14505	32726	29543	37415	32323	31682	32285
34399	14564	32587	29555	37417	32322	31676	32288
34125	14533	32219	29560	37415	32324	31669	32295
33753	14509	32681	29533	37413	32319	31671	32319
33325	14537	32787	29562	37415	32324	31695	32325
32977	14521	32931	29557	37421	32313	31692	32324
32847	14506	32951	29535	37424	32319	31685	32319
32793	14537	32709	29548	37432	32305	31681	32335
32709	14511	32801	29566	37431	32302	31692	32348
32589	14580	32631	29506	37439	32305	31717	32357
32437	14523	32613	29552	37429	32317	31701	32343
32311	14516	32623	29549	37431	32319	31681	32361
32143	14502	32304	29517	37431	32317	31679	32372
32079	14551	32364	29521	37429	32319	31679	32377
32036	14515	32649	29514	37425	32319	31661	32373
31999	14503	32857	29549	37414	32329	31661	32393
32015	14531	32909	29554	37431	32313	31665	32389
31999	14527	32823	29556	37439	32314	31692	32397
32017	14505	32623	29557	37433	32321	31684	32405
32028	14570	32646	29559	37441	32321	31685	32215
31941	14535	32759	29551	37425	32343	31690	32407
31805	14524	32743	29570	37429	32341	31681	32425
31717	14502	32741	29551	37440	32332	31711	32427
31660	14565	32698	29572	37433	32328	31717	32439
31647	14520	32695	29513	37438	32337	31690	32437
31599	14505	33045	29558	37434	32327	31708	32437
31671	14505	33343	29559	37427	32331	31701	32447
31822	14516	33185	29526	37425	32341	31692	32449
31887	14498	32599	29557	37437	32338	31693	32484
31877	14551	32234	29569	37448	32334	31705	32485
31885	14511	31807	29564	37436	32337	31710	32491
31855	14498	31885	29571	37423	32353	31716	32483
31799	14565	32044	29562	37433	32347	31719	32492
31777	14536	32093	29531	37433	32337	31723	32510
31751	14515	32028	29556	37423	32341	31716	32503
31772	14521	32644	29554	37428	32348	31722	32505
31805	14501	33084	29557	37429	32341	31718	32525
31828	14595	33093	29548	37427	32330	31719	32529
31759	14527	32941	29553	37423	32325	31707	32545
31699	14503	32597	29549	37425	32311	31713	32540
31681	14563	32720	29561	37419	32311	31703	32557
31653	14509	32751	29521	37413	32319	31701	32557
31601	14495	32997	29553	37417	32319	31682	32558
31543	14540	32807	29568	37401	32330	31707	32567
31561	14516	32685	29573	37412	32324	31691	32581
31583	14497	32650	29569	37418	32323	31707	32585
31711	14509	32804	29556	37417	32322	31711	32586
31782	14495	32730	29548	37417	32319	31706	32423
31751	14523	32693	29553	37412	32330	31724	32604
31787	14504	32690	29557	37399	32331	31739	32611
32121	14493	32731	29559	37412	32321	31771	32621
32717	14521	32911	29555	37405	32327	31743	32617
33313	14496	32831	29557	37391	32327	31741	32628
34100	14507	32853	29561	37389	32319	31739	32637
35051	14527	32935	29554	37399	32322	31715	32665
36036	14516	32847	29560	37388	32330	31731	32667
36727	14572	32892	29527	37391	32329	31745	32676
37025	14483	32706	29571	37399	32319	31741	32684
37229	14516	32724	29558	37409	32347	31747	32676
37285	14485	32765	29553	37402	32337	31733	32697
37385	14593	33026	29551	37409	32346	31735	32683
37645	14487	33004	29559	37421	32335	31740	32716
38133	14513	33220	29513	37413	32351	31729	32701
38735	14479	33164	29541	37407	32337	31727	32727
39588	14501	33381	29568	37415	32332	31753	32719
40565	14489	33423	29571	37404	32338	31749	32735
41607	14509	33071	29564	37405	32341	31759	32753
43143	14492	33053	29565	37420	32332	31765	32756
45440	14476	33012	29539	37397	32335	31764	32743
47281	14524	32741	29556	37400	32335	31773	32557
47084	14497	32411	29567	37407	32341	31759	32764
44897	14568	32225	29573	37397	32341	31767	32759
42463	14529	32221	29573	37388	32341	31759	32781
40401	14499	32036	29574	37397	32335	31759	32791
38697	14560	32196	29557	37403	32333	31749	32815
37807	14500	31986	29551	37406	32325	31759	32831
37996	14479	32020	29551	37397	32329	31755	32817
39127	14547	32175	29553	37390	32348	31753	32828
39988	14499	31872	29559	37381	32340	31746	32827
40203	14481	31757	29550	37389	32351	31767	32835
40235	14541	32055	29548	37378	32343	31733	32843
40060	14513	32393	29545	37379	32353	31757	32858
39713	14484	32667	29550	37390	32332	31773	32857
39223	14533	32892	29557	37392	32323	31737	32873
38991	14503	33091	29556	37389	32332	31727	32884
38886	14621	32958	29559	37389	32327	31725	32885
38711	14529	32967	29557	37385	32331	31727	32884
38313	14507	32669	29547	37380	32335	31740	32903
37697	14492	32484	29547	37383	32331	31719	32903
36831	14602	32639	29546	37387	32331	31727	32911
35735	14519	32641	29551	37383	32321	31748	32935
34375	14500	32703	29551	37369	32325	31723	32934
32935	14490	32667	29553	37371	32324	31706	32962
31748	14551	32701	29553	37375	32335	31697	32947
30965	14515	32845	29564	37384	32319	31702	32799
30371	14489	32943	29553	37397	32309	31692	32979
30079	14511	33054	29553	37399	32311	31692	32972
30033	14487	33390	29525	37397	32313	31679	32981
29998	14521	33084	29541	37391	32327	31686	32991
29866	14485	32455	29573	37391	32327	31687	33021
29731	14515	32794	29559	37404	32331	31693	33005
29549	14485	32884	29553	37413	32334	31700	33017
29369	14498	32497	29560	37423	32325	31709	33013
